"Psychoeducation for Vietnamese Families With a Patient With Schizophrenia, Families with a patient with schizophrenia and the patient are randomly assigned to receive either a 3 session psychoeducation program, or no psychoeducation. Other treatment for schizophrenia and other mental illness are provided as usual. The psychoeducation program focuses on: (a) explaining schizophrenia as a medical, biological illness, (b) the prognosis for schizophrenia (e.g., that it is possible to lead a normal life), and (c) what the family and patient can do to maximize the outcome., schizophrenia|psychoeducation|Vietnam",2
"The Effect of Social Skills Intervention on Praxis and Social Functioning in Individuals With Schizophrenia, This study will be conducted to examine the effect of social skills training on praxis and social functionality in individuals with schizophrenia. Test of Upper Limb Apraxia (TULIA) will be used for praxis assessment. Social Functioning Assessment Scale (SFAS) will be used for social functioning assessment. In this study, individuals with schizophrenia will be examined with the Model of Creativity Ability as an occupational therapy model and role playing activities will be determined according to the model. In secondary outcomes, the effect of social skills training on the symptoms of schizophrenia will be examined. therefore Scale for the Assessment of Positive Symptoms - SAPS and Scale for the Assessment of Negative Symptoms - SANS will be used in the study., schizophrenia|Social Skills|Apraxia, Motor|Social Functioning",2
"Validation of a Tool for the Dimensional Assessment of Apathy in a Population Suffering From Schizophrenia., 0, apathy|schizophrenia",2
"Study to Assess Efficacy and Safety of HP3070 in Subjects Diagnosed With Schizophrenia., This is a Phase 3, randomized, double-blind, placebo-controlled, in-patient, efficacy, and safety study to evaluate HP-3070 for the treatment of schizophrenia.||This study is designed to evaluate efficacy and safety of HP-3070 compared with placebo transdermal patch in subjects diagnosed with schizophrenia, who are in an acute exacerbation and to assess the impacts of covariates on asenapine exposure as delivered in a patch formulation, using a population-based approach., 0",2
"Safety and Efficacy of Cariprazine in Schizophrenia, 0, Schizophrenia|Acute Schizophrenia|Psychotropic Drugs|Antipsychotic Agents|Mental Disorders|Dopamine Agents|Central Nervous System Agents",2
"A Study to Analyze the Impact of Treatment With Paliperidone Palmitate on Clinical Outcomes and Hospital Resource Utilization in Adult Participants With Schizophrenia in Portugal, 0, 0",2
"Diagnostic Announcement to Relatives of Patients With Schizophrenia, Schizophrenia is a psychiatric disorder that affects 1% of the population worldwide. The diagnostic announcement of this chronic disorder is an essential step in the patient's care. Recommendations specify the importance of including caregivers at the time of the announcement. In practice, caregivers are not systematically associated with the announcement of the diagnosis of schizophrenia, while the daily support of patients is provided in 75% of cases by the family. This support can lead to the exhaustion of caregivers and have repercussions on their sick loved one.||This study will qualitatively describe and explore the experience of the diagnostic announcement in relatives of patients with schizophrenia. Specifically, the investigators will explore the history before the diagnosis is announced, the conditions of the announcement and the experiences of relatives as well as the impact at the personal and family-levels. This study will also explore the expectations of caregivers and avenues for reflection for announcement of schizophrenia diagnosis.||The number of subjects to be included in this study is therefore set at 30. A preselection of each potential participant will be carried out by phone or in person to ensure the presence of inclusion criteria and the absence of non-inclusion criteria. The patients will also be provided with oral information about the study to allow sufficient time to reflect before inclusion. Then, the selection-inclusion-interview visit will take place visually in an intra-hospital or extra-hospital consultation structure of the Center Hospitalier Alpes-Isère. This visit will be unique and will consist of the entire protocol. It will be both a selection, inclusion and interview visit.||Once the results have been analyzed, this study will provide a better understanding of the experiences of relatives of patients when the diagnosis of schizophrenia is announced, the impact of this announcement on caregivers and family relationships and the expectations of caregivers regarding this announcement. In the long term, the data collected will be add value in developing medical recommendations on consultation to announce the diagnosis of schizophrenia to relatives of patients, in order to best meet the expectations of relatives and to minimize as much as possible the harmful impact that can have such announcement., 0",2
"High-Dose Oral Ziprasidone Versus Conventional Dosing in Participants With Residual Schizophrenia Symptoms, 0, Schizophrenia",2
"Comparison of Paliperidone Palmitate and RISPERDAL CONSTA in Patients With Schizophrenia, This is a randomized (patients assigned to treatment groups by chance), double-blind (patient and study staff will not know the treatment assignment) study of paliperidone palmitate compared with RISPERDAL CONSTA (Risperidone Long-Acting Intramuscular Injection) in adult patients with schizophrenia. The total duration of the study will be approximately 14 weeks. For those patients without source documentation of tolerability to oral (by mouth) risperidone or paliperidone Extended Release (ER) tablets, injectable RISPERDAL CONSTA or paliperidone palmitate, or those patients who were not currently taking another antipsychotic, a minimum of 4 days and a maximum of 6 days of oral paliperidone ER treatment at a dosage of 6 mg/day will be administered for tolerability testing before the first injection of double-blind (DB) study drug (paliperidone palmitate or RISPERDAL CONSTA). During the DB period, study drug will be administered to patients as an intramuscular (i.m.) injection. Paliperidone palmitate (PP) 150mg equivalent (eq) (and RISPERDAL CONSTA placebo) at Baseline (BL) (Day 1), 100mg eq at Visit (V) 4 (Day 8), 50 or 100mg eq at V7 (Day 36), and 50,100,or 150mg eq at V9 (Day 64) or RISPERDAL CONSTA (RC) 25mg at V4 and V6 (Day 22), 25 or 37.5mg at V7, and 25, 37.5, or 50mg at V9 will be given as i.m. injections. Patients in the RC group will also take risperidone tablets (1-6 mg/day) at BL for 28 days and be given an injection of PP placebo at BL, V1, V7, and V9., Schizophrenia|long-acting injectable antipsychotic medication",2
"Social Cognitive Assessment in Autism and Schizophrenia, The project's objectives are: (1) to assess relevance of ClaCoS in schizophrenia and autism compared to healthy controls, and to analyze links between social cognition and both neurocognition and symptoms, (2) to collect data in a large sample of healthy controls in order to establish appropriate standards for tools composing ClaCoS battery.||For the first objective, three kind of evaluation will be proposed: clinical, neurocognitive and social cognitive (ClaCoS). Three populations of 80 participants will be compared: healthy controls, patients with schizophrenia or schizoaffective disorders, and patients with autism spectrum disorders. These three groups will be matched on sex, age and level of education.||For the second objective a systematic collection of data will be carried out in a large sample of healthy controls. In this part of the study, only social cognitive measures will be recorded. Subjects will be ranked according to three criteria: three classes for age (18-25 years old, 26-35 and 36-45), five classes for socio-professional status according to the INSEE classification, and two classes for sex (men/women)., schizophrenia",2
"Therapeutic Efficacy of Transcranial Magnetic Stimulation in Schizophrenia, This study builds on the results of a previous phase 1, single-site study in which we demonstrated the safety of image-guided theta burst stimulation (TBS) form of rTMS over the cerebellar vermis (Demirtas-Tatlidede et al., 2010) in eigh patients with schizophrenia.||The primary goal of the present study is to assess efficacy of iTBS to the cerebellar vermis on positive and negative symptoms of schizophrenia. A second, added goal is to investigate the mechanisms of the expected clinical improvement.||Schizophrenia is a leading cause of mental disability and current treatments still remain only partially successful for many patients. Our underlying hypothesis is that modulation of the cerebellar vermis may enhance activity of the neural systems that sub-serve cognition and emotion, reestablish the disturbed cerebellar regulation in schizophrenic patients, and produce clinical improvement., Schizophrenia|repetitive Transcranial Magnetic Stimulation",2
"Genetic Research in Schizophrenia Using DNA Markers and Clinical Phenotypes, It is known from genetic linkage and gene expression studies that the alpha 7 nicotinic receptor gene is abnormally expressed in people with schizophrenia. The immediate objectives of this proposal support the long-term objectives of a comprehensive description of the pathophysiology of schizophrenia and new drug treatments by carefully defining the physiological genotype-phenotype relationship for a single candidate gene. Subjects and family members with a mental illness or who appear to have a mental illness will be asked to undergo an interview, perform some mental tests and have a blood, urine, and saliva sample taken one time., schizophrenia",2
